problemID,problemRating,tags
716B,1473,[two pointers]
91D,2523,"[constructive algorithms, graphs, greedy]"
279E,1973,"[games, greedy]"
482C,2693,"[bitmasks, dp, probabilities]"
282C,1569,"[constructive algorithms, implementation, math]"
321B,1944,"[dp, flows, greedy]"
361A,882,"[constructive algorithms, implementation]"
472E,2846,"[constructive algorithms, implementation]"
137C,1562,[sortings]
281A,777,[strings]
5C,1580,"[constructive algorithms, data structures, dp, greedy, sortings, strings]"
579C,1734,"[binary search, math]"
107A,1323,"[dfs and similar, graphs]"
292D,2083,"[data structures, dfs and similar, dp, dsu]"
236B,1376,"[implementation, number theory]"
544A,1211,[implementation]
680C,1440,"[constructive algorithms, number theory]"
256E,2375,[data structures]
586C,1895,[implementation]
425B,2212,"[bitmasks, greedy]"
627E,3060,[two pointers]
71D,2187,"[brute force, implementation]"
673F,5000,[]
139D,2194,[implementation]
460C,1924,"[binary search, data structures, greedy]"
219C,1695,"[brute force, dp, greedy]"
631C,1828,"[data structures, sortings]"
402B,1539,[brute force]
48B,1059,"[brute force, implementation]"
175D,2425,"[brute force, dp, probabilities]"
467C,1762,"[dp, implementation]"
275D,2136,"[dfs and similar, dp, trees]"
576E,3368,"[binary search, data structures]"
343C,1873,"[binary search, greedy, two pointers]"
596A,1244,[implementation]
697A,1125,[math]
196D,2898,"[data structures, greedy, hashing, strings]"
407A,1790,"[brute force, implementation, math]"
608B,1523,[combinatorics]
176C,2002,"[combinatorics, constructive algorithms]"
244C,2017,"[bitmasks, divide and conquer, math]"
213E,2771,"[data structures, hashing, strings]"
463E,2323,"[brute force, dfs and similar, trees]"
506D,2344,"[brute force, dfs and similar, dsu]"
288C,1699,"[implementation, math]"
46B,1076,[implementation]
187A,1504,[greedy]
324E1,2936,[]
298B,1289,"[brute force, greedy, implementation]"
471E,5000,"[data structures, dsu]"
22E,2267,"[dfs and similar, graphs, trees]"
155E,5000,"[hashing, sortings]"
535C,1933,"[binary search, math]"
137E,1984,"[data structures, implementation]"
448C,1956,"[divide and conquer, dp, greedy]"
682C,1678,"[dfs and similar, dp, trees]"
85C,2150,"[binary search, dfs and similar, probabilities, sortings, trees]"
475B,1410,"[brute force, dfs and similar, graphs, implementation]"
377C,2242,"[bitmasks, dp, games]"
176A,1398,"[greedy, sortings]"
453B,1947,"[bitmasks, brute force, dp]"
500A,1184,"[dfs and similar, graphs, implementation]"
536A,1836,"[binary search, math]"
315A,1477,[brute force]
675C,2046,"[data structures, greedy, sortings]"
137B,1137,[greedy]
277E,2343,[flows]
115B,1679,"[greedy, sortings]"
12E,1923,[constructive algorithms]
366D,2208,"[binary search, data structures, dfs and similar, dsu, shortest paths, two pointers]"
205B,1435,"[brute force, greedy]"
385D,2422,"[bitmasks, dp, geometry]"
110A,835,[implementation]
587F,3150,"[data structures, strings]"
166E,1599,"[dp, math, matrices]"
645A,1235,"[brute force, constructive algorithms, implementation]"
10C,1653,[number theory]
676A,1004,[implementation]
359B,1386,"[constructive algorithms, dp, math]"
112D,1869,"[implementation, number theory]"
292B,1317,"[graphs, implementation]"
196C,2277,"[divide and conquer, geometry, sortings, trees]"
38A,892,[implementation]
688D,2038,"[chinese remainder theorem, math, number theory]"
629E,2482,"[dfs and similar, dp, probabilities, trees]"
203C,1492,"[greedy, sortings]"
157A,1169,[brute force]
38H,2346,[dp]
77C,2061,"[dfs and similar, dp, dsu, greedy, trees]"
60D,2426,"[brute force, dsu, math]"
168B,1709,"[implementation, strings]"
55E,2234,"[geometry, two pointers]"
436B,1423,"[implementation, math]"
232B,1876,"[bitmasks, combinatorics, dp, math]"
175B,1432,[implementation]
270B,1380,"[data structures, greedy, implementation]"
621E,2058,"[dp, matrices]"
144D,1936,"[data structures, dfs and similar, graphs, shortest paths]"
706C,1674,[dp]
353D,2004,[constructive algorithms]
73E,2306,"[math, number theory]"
480C,1900,"[dp, implementation]"
336D,2309,"[combinatorics, math]"
215E,2434,"[combinatorics, dp, number theory]"
355C,1748,"[brute force, dp]"
443A,835,"[constructive algorithms, implementation]"
239D,2242,"[constructive algorithms, greedy, sortings]"
42D,2188,"[constructive algorithms, math]"
173D,2527,"[constructive algorithms, graphs, greedy, implementation]"
659E,1682,"[data structures, dfs and similar, dsu, graphs, greedy]"
93B,1944,[greedy]
707C,1591,"[math, number theory]"
167D,3049,"[data structures, divide and conquer, graph matchings]"
362E,2541,"[flows, graphs, shortest paths]"
366C,1874,[dp]
233D,2350,"[bitmasks, combinatorics, dp, math]"
581F,2569,"[dp, trees, two pointers]"
606A,1282,[implementation]
337C,1816,"[binary search, greedy, math, matrices, number theory]"
294B,1765,"[dp, greedy]"
699E,5000,"[bitmasks, dp, probabilities]"
713C,2294,"[dp, sortings]"
198B,1621,[shortest paths]
614E,2850,[]
211D,2455,[]
384E,2426,"[data structures, dfs and similar, graphs, trees]"
175A,1476,"[brute force, implementation]"
407B,1699,"[dp, implementation]"
24D,2123,"[dp, probabilities]"
436C,1818,"[dsu, graphs, greedy, trees]"
33D,1878,"[geometry, graphs, shortest paths, sortings]"
104A,978,[implementation]
256A,1784,"[binary search, dp, two pointers]"
449D,2353,"[bitmasks, combinatorics, dp]"
255D,2025,"[binary search, implementation, math]"
219B,1518,[implementation]
141C,1779,"[constructive algorithms, greedy, sortings]"
633C,2015,"[data structures, dp, hashing, implementation, sortings, string suffix structures, strings]"
58E,5000,[dp]
679E,3309,[data structures]
131A,1216,"[implementation, strings]"
401B,1284,"[greedy, implementation, math]"
155A,875,[brute force]
528E,3128,"[geometry, sortings]"
677C,1552,[implementation]
425D,2278,"[binary search, data structures, hashing]"
459B,1354,"[implementation, sortings]"
415E,2485,"[divide and conquer, sortings]"
711E,2378,"[math, number theory, probabilities]"
191C,1879,"[data structures, dfs and similar, trees]"
471B,1414,[sortings]
587B,2089,[dp]
266D,5000,"[graphs, math, shortest paths]"
66D,1603,"[constructive algorithms, math, number theory]"
403A,1531,"[constructive algorithms, graphs]"
650C,2169,"[dfs and similar, dp, dsu, graphs, greedy]"
203E,2360,"[greedy, sortings, two pointers]"
449E,2958,"[dp, math, number theory]"
384A,912,[implementation]
358C,1951,"[constructive algorithms, greedy, implementation]"
165D,2137,"[data structures, dsu, trees]"
82D,1957,[dp]
380C,1976,"[data structures, schedules]"
439D,1876,"[binary search, sortings, ternary search, two pointers]"
533F,2355,"[hashing, string suffix structures, strings]"
336A,980,"[implementation, math]"
574A,1229,[implementation]
521D,2905,[greedy]
160B,1278,"[greedy, sortings]"
2C,2019,[geometry]
583E,2815,[number theory]
494E,3218,[games]
550A,1598,"[brute force, dp, implementation, strings]"
240F,2585,[data structures]
457A,1926,"[math, meet-in-the-middle]"
670E,1785,"[data structures, dsu]"
356E,5000,"[dp, hashing, implementation, string suffix structures, strings]"
280A,2046,[geometry]
214A,1014,[brute force]
588A,971,[greedy]
544C,1993,[dp]
143D,1949,"[graph matchings, greedy, math]"
439A,1064,"[greedy, implementation]"
238E,2882,"[dp, graphs, shortest paths]"
513D2,2562,"[constructive algorithms, data structures]"
38C,1318,[brute force]
658E,2769,[]
257D,1906,"[greedy, math]"
480E,2943,"[data structures, divide and conquer]"
204E,2909,"[data structures, implementation, string suffix structures, two pointers]"
157D,1888,[implementation]
275E,5000,[]
368C,1556,"[brute force, implementation]"
272D,1964,"[combinatorics, math, sortings]"
457C,2136,[brute force]
704A,1646,"[brute force, data structures, implementation]"
97A,2368,"[brute force, implementation]"
314C,2034,"[data structures, dp]"
30C,1677,"[dp, probabilities]"
313B,1242,"[dp, implementation]"
584C,1688,"[constructive algorithms, greedy]"
367A,1436,"[data structures, implementation]"
671E,5000,"[data structures, greedy]"
174C,1773,"[data structures, greedy]"
626B,1332,"[constructive algorithms, dp]"
12D,1983,"[data structures, sortings]"
16E,1851,"[bitmasks, dp, probabilities]"
626E,2469,"[binary search, math, ternary search]"
149E,2312,"[string suffix structures, strings]"
69B,1272,"[greedy, implementation]"
438A,1332,[greedy]
521B,2035,"[data structures, greedy, implementation]"
560E,2537,"[combinatorics, dp]"
68E,5000,[geometry]
258E,2427,"[data structures, dfs and similar, trees]"
540C,1864,[dfs and similar]
705C,1673,"[data structures, implementation]"
685C,2897,"[binary search, math]"
623C,2917,[binary search]
224E,2249,"[combinatorics, math]"
698A,1217,[dp]
442E,3298,[geometry]
631B,1372,"[constructive algorithms, implementation]"
319B,1856,"[data structures, implementation]"
237A,1227,[implementation]
329C,2382,[constructive algorithms]
486E,2282,"[data structures, dp, greedy, hashing, math]"
155D,1863,"[math, number theory]"
135E,2969,[combinatorics]
216A,1264,"[implementation, math]"
253D,2204,"[brute force, two pointers]"
667B,1211,"[constructive algorithms, geometry]"
48D,1325,[greedy]
426A,884,[implementation]
681D,2085,"[dfs and similar, trees]"
361C,1912,"[brute force, constructive algorithms, greedy]"
697C,1639,"[data structures, implementation, trees]"
250C,1562,[greedy]
459D,1862,"[data structures, divide and conquer, sortings]"
555A,1501,[implementation]
305A,1638,"[brute force, constructive algorithms]"
152E,2561,"[bitmasks, dp, graphs, trees]"
590B,2117,"[binary search, geometry, math]"
167A,1474,[implementation]
106D,1794,"[brute force, implementation]"
96D,1970,"[graphs, shortest paths]"
686C,1733,"[brute force, math]"
547C,2254,"[bitmasks, number theory]"
269B,1750,[dp]
504B,1951,"[binary search, data structures, math]"
518A,1631,[strings]
254C,1797,[greedy]
141A,946,"[implementation, sortings, strings]"
47C,2023,[implementation]
401E,2800,[math]
515E,2625,[data structures]
340D,1858,"[binary search, data structures, dp]"
32B,966,"[expression parsing, implementation]"
150A,1597,"[games, number theory]"
624C,1829,"[constructive algorithms, dfs and similar, graphs]"
681A,836,[implementation]
501E,5000,"[binary search, combinatorics, implementation]"
255E,2461,"[games, implementation, math]"
89C,2186,"[brute force, data structures, implementation]"
346B,2073,"[dp, strings]"
520D,2453,"[games, greedy, implementation]"
355B,1188,"[greedy, implementation]"
454C,1628,"[combinatorics, math, probabilities]"
670C,1468,"[implementation, sortings]"
510C,1950,"[dfs and similar, graphs, sortings]"
196B,2084,[dfs and similar]
226B,1820,[greedy]
507E,2166,"[dfs and similar, dp, graphs, shortest paths]"
12C,1254,"[implementation, sortings]"
526A,1437,"[brute force, implementation]"
69E,1808,"[data structures, implementation]"
553A,1478,"[combinatorics, dp, math]"
648C,1528,"[dfs and similar, graphs]"
2B,1621,"[dp, math]"
567B,1311,[implementation]
497A,1616,[greedy]
408C,1778,"[geometry, math]"
132A,1146,[implementation]
483D,2135,[data structures]
65C,2057,"[binary search, geometry]"
304A,1325,"[brute force, math]"
270E,2664,"[dfs and similar, sortings]"
236E,5000,[]
711B,1548,[constructive algorithms]
650A,1489,"[data structures, math]"
625D,2657,"[constructive algorithms, implementation]"
603C,2121,[games]
708E,3232,"[dp, math]"
482A,1151,"[constructive algorithms, greedy]"
226E,5000,"[data structures, trees]"
585E,2806,"[combinatorics, math, number theory]"
535D,2245,"[greedy, hashing, string suffix structures, strings]"
376B,1358,[implementation]
250B,1489,"[implementation, strings]"
438C,2512,"[dp, geometry]"
359A,1071,"[greedy, implementation]"
151E,5000,[]
444E,2681,"[binary search, dsu, trees]"
513B2,1744,"[bitmasks, divide and conquer, math]"
101E,2513,"[divide and conquer, dp]"
505D,2536,[dfs and similar]
167C,2271,"[games, math]"
138A,1695,[implementation]
40B,1530,[math]
220E,2415,"[data structures, two pointers]"
327B,1248,[math]
596E,2823,"[dfs and similar, dp, graphs]"
320A,1140,"[brute force, greedy]"
696C,2002,"[combinatorics, dp, implementation, math, matrices]"
450D,2296,"[graphs, shortest paths]"
707B,1408,[graphs]
483E,5000,[]
369A,1021,[implementation]
668B,1861,[]
19E,2518,"[dfs and similar, divide and conquer, dsu]"
31C,1532,[implementation]
54E,2571,[geometry]
432D,1974,"[dp, string suffix structures, strings, two pointers]"
95E,2486,"[dp, dsu, graphs]"
73F,2964,"[brute force, geometry]"
501B,1206,"[data structures, dsu, strings]"
379A,1081,[implementation]
381A,871,"[greedy, implementation, two pointers]"
714D,2262,[binary search]
272B,1410,"[implementation, math]"
497B,1891,"[binary search, brute force, implementation]"
324D3,5000,[]
177F1,1825,[]
168D,2150,"[dp, probabilities]"
659C,1329,"[greedy, implementation]"
334E,5000,[]
533D,2970,[data structures]
250A,1143,[greedy]
365E,2779,"[brute force, number theory]"
557B,1602,"[implementation, sortings]"
437D,2181,"[dsu, sortings]"
593E,2576,"[dp, matrices]"
277C,2416,"[games, implementation]"
231A,699,"[brute force, greedy]"
89B,2186,"[dp, expression parsing, graphs, implementation]"
197D,2165,[hashing]
533B,1979,"[dfs and similar, dp, graphs, strings, trees]"
682D,1970,"[dp, strings]"
438D,2299,[data structures]
103B,1570,"[dfs and similar, dsu, graphs]"
175F,5000,"[data structures, graphs, implementation, shortest paths]"
204C,1997,"[math, probabilities]"
139B,1608,"[implementation, math]"
349E,2832,[]
80D,1869,"[geometry, probabilities]"
429E,2925,[graphs]
614C,1936,[]
47A,874,"[brute force, math]"
383C,1932,"[data structures, dfs and similar, trees]"
462D,2265,"[dp, graphs]"
444B,2239,[probabilities]
432E,2518,"[constructive algorithms, greedy]"
59B,1271,"[implementation, number theory]"
262D,2309,"[combinatorics, dp]"
95B,2006,"[dp, greedy]"
227C,1560,[math]
314E,2914,[dp]
449C,2399,"[constructive algorithms, number theory]"
674A,1658,"[brute force, data structures, implementation]"
259E,2639,"[binary search, combinatorics, math]"
368B,1189,"[data structures, dp]"
178C2,1870,[]
317A,1682,[brute force]
474C,1933,"[brute force, geometry]"
606B,1646,[implementation]
680A,995,"[constructive algorithms, implementation]"
317E,5000,"[constructive algorithms, shortest paths]"
528B,1781,"[dp, greedy]"
404C,1842,"[dfs and similar, graphs, sortings]"
294D,2665,"[brute force, implementation, number theory]"
6C,1320,"[greedy, two pointers]"
580E,2691,"[data structures, hashing, strings]"
591E,2375,"[dfs and similar, graphs, shortest paths]"
528D,2561,"[bitmasks, brute force, fft]"
202E,2331,"[data structures, dp]"
670D2,1637,[binary search]
602E,2582,[probabilities]
102B,1164,[implementation]
81B,1754,"[implementation, strings]"
201D,2633,"[bitmasks, brute force, dp]"
480B,1795,"[binary search, greedy, hashing, implementation, sortings]"
655D,1842,"[binary search, graphs]"
455E,2927,[data structures]
132E,2792,[flows]
551B,1770,"[brute force, constructive algorithms, implementation, strings]"
576C,2119,"[constructive algorithms, divide and conquer, geometry, greedy, sortings]"
593C,2697,"[constructive algorithms, math]"
3A,1034,"[greedy, shortest paths]"
348C,2557,"[brute force, data structures]"
324A1,0,[]
82B,1721,"[constructive algorithms, hashing, implementation]"
476C,1768,[math]
492E,2166,[math]
538E,2144,"[dfs and similar, dp, math, trees]"
357E,2350,[]
235B,1959,"[dp, math, probabilities]"
419A,1172,[]
514D,2058,"[binary search, data structures, two pointers]"
447D,2157,"[data structures, greedy]"
54D,2099,"[brute force, dp]"
106B,1204,"[brute force, implementation]"
211C,2189,[]
18A,1373,"[brute force, geometry]"
689B,1607,[dfs and similar]
253B,1416,"[binary search, dp, two pointers]"
160E,2576,"[binary search, data structures, sortings]"
293C,2378,"[brute force, math, number theory]"
352A,1116,"[brute force, implementation, math]"
101D,2306,"[dp, greedy, probabilities, sortings, trees]"
454B,1392,[implementation]
445E,2617,[data structures]
23C,2171,"[constructive algorithms, sortings]"
194E,2519,[math]
500D,1974,"[combinatorics, dfs and similar, graphs, trees]"
177G1,5000,[strings]
492A,933,[implementation]
316E2,2367,"[data structures, math]"
154D,2391,"[games, math]"
178A3,1278,[greedy]
451C,1708,"[brute force, implementation, math]"
233A,905,"[implementation, math]"
466D,2221,"[combinatorics, dp]"
175E,2644,"[brute force, dp, greedy]"
316F1,2435,"[dfs and similar, implementation]"
420A,1161,[implementation]
17D,2042,[number theory]
123A,1628,"[implementation, number theory, strings]"
204A,1632,"[binary search, combinatorics, dp]"
585A,2029,"[brute force, implementation]"
671D,2940,"[data structures, dp, greedy]"
486B,1504,"[greedy, hashing, implementation]"
552D,1864,"[brute force, combinatorics, data structures, geometry, math, sortings]"
240D,1989,"[constructive algorithms, greedy]"
280D,2927,"[data structures, flows]"
251E,5000,"[dfs and similar, dp, implementation, trees]"
671B,2042,"[binary search, greedy]"
358D,1971,"[dp, greedy]"
29D,1743,"[constructive algorithms, dfs and similar, trees]"
468E,5000,"[dp, graph matchings, math, meet-in-the-middle]"
228E,1987,"[2-sat, dfs and similar, dsu, graphs]"
238C,2096,"[dfs and similar, dp, greedy, trees]"
477D,2694,"[dp, strings]"
356C,2187,"[combinatorics, constructive algorithms, greedy, implementation]"
111A,1465,[greedy]
488D,2536,"[data structures, dp, two pointers]"
264E,3054,"[data structures, dp]"
294E,2505,"[dp, trees]"
285D,1834,"[bitmasks, combinatorics, dp, implementation, meet-in-the-middle]"
353B,1806,"[combinatorics, constructive algorithms, greedy, implementation, math, sortings]"
136A,836,[implementation]
227D,2027,"[math, sortings]"
384B,1516,"[greedy, implementation, sortings, two pointers]"
121E,2422,[data structures]
63D,1846,[constructive algorithms]
29A,952,[brute force]
401D,2118,"[bitmasks, brute force, combinatorics, dp, number theory]"
605E,2692,"[probabilities, shortest paths]"
655C,1700,"[binary search, two pointers]"
529D,2258,"[data structures, greedy]"
593D,2335,"[data structures, trees]"
521C,2163,"[combinatorics, dp, math, number theory]"
488B,1925,"[brute force, constructive algorithms]"
441D,2241,"[constructive algorithms, dsu, graphs, implementation, string suffix structures]"
263A,712,[implementation]
61B,1384,[strings]
666D,3014,[brute force]
224D,2180,"[data structures, strings]"
496E,2505,"[greedy, sortings]"
9A,825,"[math, probabilities]"
709E,2649,"[dp, trees]"
85E,2608,"[binary search, dsu, geometry, graphs, sortings]"
77E,2646,[geometry]
313D,2136,[dp]
256D,2853,[dp]
29B,1529,[implementation]
193D,3004,[data structures]
240A,1534,[implementation]
696E,3022,"[data structures, dsu, trees]"
463D,1938,"[dfs and similar, dp, graphs]"
658A,834,[implementation]
557C,1903,"[brute force, data structures, dp, greedy]"
705A,655,[]
344E,2194,"[binary search, two pointers]"
460B,1544,"[brute force, implementation, math]"
160C,1788,"[implementation, math, sortings]"
421D,2098,"[binary search, data structures, sortings]"
227A,1446,[geometry]
527A,1238,"[implementation, math]"
434E,5000,"[binary search, divide and conquer, sortings, trees]"
66E,2040,"[data structures, dp]"
224C,1893,[data structures]
308C,2255,[]
362D,2591,"[data structures, dfs and similar, dsu, graphs, greedy]"
443B,1524,[brute force]
264D,2585,"[dp, two pointers]"
195C,1771,"[expression parsing, implementation]"
239A,1313,"[greedy, implementation, math]"
581E,5000,"[dp, greedy]"
227B,1178,[implementation]
457F,5000,"[dp, games, greedy, trees]"
314B,2042,"[binary search, dfs and similar, strings]"
613E,3408,"[dp, hashing, strings]"
264C,1963,[dp]
599B,1644,[implementation]
674B,1519,"[constructive algorithms, graphs]"
601E,2907,"[data structures, dp]"
667D,2263,"[brute force, graphs, shortest paths]"
104B,1261,[math]
317B,1992,"[brute force, implementation]"
403E,3081,"[data structures, implementation]"
452D,1938,"[greedy, implementation]"
499A,1135,[implementation]
38G,2247,[data structures]
217E,3028,"[data structures, dsu, trees]"
238A,1296,"[constructive algorithms, math]"
175C,1647,"[greedy, implementation, sortings]"
593B,1662,"[geometry, sortings]"
165A,1068,[implementation]
166C,1531,"[greedy, math, sortings]"
313A,1037,"[implementation, number theory]"
88B,1592,[implementation]
109C,1918,"[dp, dsu, trees]"
370E,2592,"[dp, greedy]"
508D,2730,"[dfs and similar, graphs]"
62A,1113,"[greedy, math]"
35B,1609,[implementation]
513G2,2406,"[dp, probabilities]"
214D,2392,"[combinatorics, dp, math]"
320D,2053,[data structures]
372C,2156,"[data structures, dp, math]"
221C,1464,[sortings]
228C,2226,"[dp, hashing]"
202D,2168,"[dp, math]"
465B,1108,[implementation]
508C,1652,[greedy]
217A,1313,"[brute force, dfs and similar, dsu, graphs]"
362C,1953,"[data structures, dp, implementation, math]"
534F,5000,"[bitmasks, dp, hashing, meet-in-the-middle]"
139E,2607,"[binary search, data structures, probabilities, sortings]"
673A,963,[implementation]
436A,1586,[greedy]
657C,2411,[sortings]
649D,1725,"[greedy, implementation]"
613D,2795,"[dfs and similar, divide and conquer, graphs, sortings, trees]"
102D,2004,"[binary search, data structures, dp]"
472F,2744,"[constructive algorithms, math, matrices]"
674D,3355,[]
498A,1700,[geometry]
538G,3115,"[constructive algorithms, math, sortings]"
324A2,1511,[]
178A1,1083,[]
381E,2183,[data structures]
273B,1676,[combinatorics]
601C,2258,"[dp, probabilities]"
283B,1734,"[dfs and similar, dp, graphs]"
47B,1176,[implementation]
418C,2324,"[constructive algorithms, dp, math]"
177E2,1942,[binary search]
101A,1385,[greedy]
33A,1204,"[greedy, implementation]"
635D,1790,[]
123E,2749,"[dfs and similar, dp, probabilities, trees]"
590D,2349,[dp]
367B,1929,"[binary search, data structures]"
434B,1956,"[divide and conquer, dp, dsu, implementation, two pointers]"
418D,2884,"[data structures, graphs, trees]"
490D,1927,"[brute force, dfs and similar, math, meet-in-the-middle, number theory]"
122A,1139,"[brute force, number theory]"
77A,1476,"[brute force, implementation]"
202C,1735,"[binary search, math]"
309B,2218,[two pointers]
463A,1323,[implementation]
297D,2520,[constructive algorithms]
94C,1677,[math]
17A,958,"[brute force, math, number theory]"
344B,1300,"[brute force, math]"
19C,1876,"[greedy, hashing, string suffix structures]"
444A,1564,"[greedy, math]"
141D,2403,"[graphs, shortest paths]"
355D,5000,[]
354B,2486,"[bitmasks, dp, games]"
199E,5000,"[binary search, geometry]"
406B,1687,"[constructive algorithms, greedy]"
238D,3115,"[data structures, implementation]"
359C,2004,[math]
567A,956,[implementation]
347D,2418,"[dp, strings]"
425E,2540,[dp]
413B,0,[implementation]
246C,1703,"[brute force, constructive algorithms, greedy]"
385C,1831,"[binary search, brute force, data structures, dp, implementation, math, number theory]"
538A,1579,"[brute force, implementation]"
42C,2107,"[brute force, constructive algorithms]"
59D,2050,"[constructive algorithms, greedy, implementation]"
570B,1361,"[constructive algorithms, greedy, implementation, math]"
506E,3333,"[combinatorics, dp, matrices, strings]"
611D,2048,"[hashing, strings]"
487A,1818,"[binary search, brute force]"
606D,1971,[graphs]
51F,2873,"[dfs and similar, dp, graphs, trees]"
309D,2685,"[brute force, geometry]"
296A,1230,"[greedy, math]"
144E,2378,"[data structures, greedy]"
346D,2551,[shortest paths]
54A,1284,[implementation]
350D,2710,"[binary search, geometry, hashing, sortings]"
419B,1822,[]
490F,2429,"[data structures, dfs and similar, dp, trees]"
189A,1394,"[brute force, dp]"
412C,1408,"[implementation, strings]"
143B,1296,"[implementation, strings]"
360A,1698,"[greedy, implementation]"
611C,1507,"[dp, implementation]"
501A,1019,[implementation]
242B,1207,"[implementation, sortings]"
149A,1126,"[greedy, implementation, sortings]"
441E,2781,"[bitmasks, dp]"
443D,1882,"[dp, greedy, math, probabilities, sortings]"
222B,1385,[implementation]
295C,2095,"[combinatorics, dp, graphs, shortest paths]"
48E,2125,"[dp, games, graphs]"
278D,2459,"[constructive algorithms, geometry]"
31A,1103,[implementation]
571A,2155,"[combinatorics, implementation, math]"
447E,2548,[data structures]
433B,1268,"[dp, implementation, sortings]"
38B,1229,"[brute force, implementation, math]"
47D,1962,[brute force]
151A,907,[implementation]
416E,2563,"[dp, graphs, shortest paths]"
274B,1798,"[dfs and similar, dp, greedy, trees]"
240C,1523,"[constructive algorithms, implementation]"
127C,2089,"[binary search, math]"
